Date,Month,Pond,Site,Group,Species,TC,PC,MeanL,SDL,SL1,SL2,SL3,SL4,SL5,SL6,SL7,SL8,SL9,SL10,SL11,SL12,SL13,SL14,SL15,SL16,SL17,SL18,SL19,SL20,SL21,SL22,SL23,SL24,SL25,SL26,SL27,SL28,SL29,SL30,Notes
12/12/2023,15,Tule Red,TR4,Inland Silverside,Inland Silverside,60,30,45.2,8.563756829,45,51,78,49,45,47,52,48,50,30,35,41,44,47,40,46,48,47,45,30,46,54,43,52,38,42,40,45,39,39,
12/12/2023,15,Tule Red,TR4,Non-native,Rainwater Killifish,1,0,22,#DIV/0!,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR4,Threespine Stickleback,Threespine Stickleback,1,0,38,#DIV/0!,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,15,Tule Red,TR2,,NONE,0,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Threespine Stickleback,Threespine Stickleback,10,0,36,9.006170724,20,46,31,30,46,42,32,28,40,45,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Inland Silverside,Inland Silverside,1,0,79,#DIV/0!,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Non-native,Mosquitofish,1,0,14,#DIV/0!,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP3,Non-native,Exopaliamon Shrimp,2,2,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DPOUT,Non-native,Mosquitofish,57,27,33.53333333,4.141741541,32,40,31,33,40,32,36,34,29,31,33,29,37,32,32,29,32,37,36,27,29,39,34,31,32,36,39,27,33,44,
4/2/2024,19,Denverton,DPOUT,Threespine Stickleback,Threespine Stickleback,8,0,31.875,10.06319319,21,27,43,24,41,47,26,26,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DPOUT,Non-native,Rainwater Killifish,1,0,27,#DIV/0!,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Threespine Stickleback,Threespine Stickleback,14,0,38.28571429,9.949322137,42,44,45,44,47,40,50,45,25,39,45,21,25,24,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Non-native,Black Crappie,2,0,61,1.414213562,62,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2024,19,Denverton,DP5,Non-native,Rainwater Killifish,2,0,32.5,3.535533906,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
